"FIPS","Year","Age Range","Pop","MOE"
"0900722280",2013,"Total",9138,19
"0900722490",2013,"Total",12949,22
"0900726270",2013,"Total",6668,20
"0900735230",2013,"Total",8343,26
"0900740710",2013,"Total",6501,25
"0900747080",2013,"Total",4421,21
"0900747360",2013,"Total",47539,41
"0900757320",2013,"Total",10258,26
"0900761800",2013,"Total",9487,25
"0900781680",2013,"Total",6922,22
"0900900000",2013,"Total",0,12
"0900901220",2013,"Total",19163,27
"0900903250",2013,"Total",6038,33
"0900904580",2013,"Total",5555,31
"0900907310",2013,"Total",28025,26
"0900914160",2013,"Total",29264,44
"0900919550",2013,"Total",12841,41
"0900922910",2013,"Total",29167,42
"0900934950",2013,"Total",22377,27
"0900935650",2013,"Total",61468,38
"0900944560",2013,"Total",18289,38
"0900946520",2013,"Total",60691,71
"0900946940",2013,"Total",7550,38
"0900947535",2013,"Total",52894,44
"0900949950",2013,"Total",31786,23
"0900952070",2013,"Total",130338,89
"0900953890",2013,"Total",14383,21
"0900954870",2013,"Total",24011,27
"0900957600",2013,"Total",13934,37
"0900958300",2013,"Total",12736,19
"0900962290",2013,"Total",9520,23
"0900967610",2013,"Total",16535,24
"0900969640",2013,"Total",19864,26
"0900978740",2013,"Total",45112,43
"0900980070",2013,"Total",110052,40
"0900982870",2013,"Total",55349,67
"0900987560",2013,"Total",16688,24
"0900987700",2013,"Total",8981,24
"0901100000",2013,"Total",0,12
"0901106820",2013,"Total",2618,42
"0901115910",2013,"Total",16119,21
"0901123400",2013,"Total",19119,33
"0901129910",2013,"Total",1950,107
"0901133900",2013,"Total",11959,38
"0901134250",2013,"Total",40126,42
"0901142390",2013,"Total",7322,36
"0901142600",2013,"Total",15051,47
"0901143230",2013,"Total",4334,20
"0901144210",2013,"Total",2417,106
"0901148900",2013,"Total",19621,32
"0901152350",2013,"Total",27588,41
"0901155500",2013,"Total",5291,18
"0901156270",2013,"Total",40424,50
"0901157040",2013,"Total",7598,21
"0901162150",2013,"Total",4751,41
"0901166210",2013,"Total",4173,20
"0901171670",2013,"Total",2986,20
"0901173770",2013,"Total",18527,39
"0901178600",2013,"Total",2608,19
"0901180280",2013,"Total",19508,28
"0901301080",2013,"Total",3095,145
"0901306260",2013,"Total",4971,22
"0901316400",2013,"Total",5476,22
"0901317800",2013,"Total",12435,20
"0901325360",2013,"Total",15675,35
"0901337910",2013,"Total",9638,30
"0901344910",2013,"Total",26379,37
"0901369220",2013,"Total",11447,20
"0901372090",2013,"Total",12035,28
"0901376290",2013,"Total",14977,51
"0901377830",2013,"Total",1041,144
"0901378250",2013,"Total",29179,33
"0901385950",2013,"Total",6018,16
"0901501430",2013,"Total",4301,16
"0901509190",2013,"Total",8220,19
"0901512130",2013,"Total",5119,21
"0901513810",2013,"Total",2408,145
"0901521860",2013,"Total",1650,133
"0901536000",2013,"Total",1815,119
"0901540500",2013,"Total",17317,22
"0901559980",2013,"Total",15320,30
"0901561030",2013,"Total",4219,21
"0901562710",2013,"Total",9548,42
"0901567400",2013,"Total",1739,110
"0901573420",2013,"Total",3801,14
"0901575870",2013,"Total",9411,16
"0901586790",2013,"Total",25315,26
"0901588190",2013,"Total",7932,20
"09",2014,"Total",3592053,0
"0900104720",2014,"Total",19078,22
"0900108070",2014,"Total",146680,56
"0900108980",2014,"Total",16774,26
"0900118500",2014,"Total",82781,52
"0900118850",2014,"Total",21190,26
"0900123890",2014,"Total",7593,26
"0900126620",2014,"Total",60678,41
"0900133620",2014,"Total",62141,38
"0900148620",2014,"Total",19744,24
"0900150580",2014,"Total",20073,64
"0900150860",2014,"Total",14079,24
"0900152980",2014,"Total",27960,34
"0900156060",2014,"Total",87214,42
"0900163480",2014,"Total",9267,30
"0900163970",2014,"Total",25025,42
"0900168170",2014,"Total",40472,51
"0900168310",2014,"Total",3636,25
"0900173070",2014,"Total",125401,51
"0900174190",2014,"Total",52092,30
"0900177200",2014,"Total",36444,37
"0900183430",2014,"Total",10319,33
"0900183500",2014,"Total",27055,25
"0900186370",2014,"Total",18519,26
"0900302060",2014,"Total",18298,28
"0900304300",2014,"Total",20352,25
"0900305910",2014,"Total",20626,39
"0900308490",2014,"Total",60556,56
"0900310100",2014,"Total",9443,19
"0900312270",2014,"Total",10334,22
"0900322070",2014,"Total",5098,134
"0900322630",2014,"Total",51211,61
"0900324800",2014,"Total",11353,21
"0900325990",2014,"Total",44713,58
"0900327600",2014,"Total",25515,30
"0900331240",2014,"Total",34661,30
"0900332640",2014,"Total",11310,21
"0900337070",2014,"Total",125211,88
"0900337140",2014,"Total",2211,137
"0900344700",2014,"Total",58270,78
"0900345820",2014,"Total",6428,20
"0900350440",2014,"Total",73095,39
"0900352140",2014,"Total",30652,30
"0900360120",2014,"Total",17791,26
"0900365370",2014,"Total",19838,27
"0900368940",2014,"Total",23681,36
"0900370550",2014,"Total",43509,31
"0900371390",2014,"Total",25795,33
"0900374540",2014,"Total",15764,41
"0900382590",2014,"Total",63396,41
"0900384900",2014,"Total",26579,26
"0900387000",2014,"Total",29130,44
"0900387070",2014,"Total",12554,23
"0900502760",2014,"Total",3749,22
"0900504930",2014,"Total",3551,18
"0900508210",2014,"Total",1747,116
"0900510940",2014,"Total",1240,144
"0900516050",2014,"Total",1594,131
"0900517240",2014,"Total",1505,203
"0900532290",2014,"Total",2956,29
"0900537280",2014,"Total",5592,27
"0900540290",2014,"Total",2951,19
"0900543370",2014,"Total",8365,19
"0900549460",2014,"Total",2289,148
"0900551350",2014,"Total",6910,34
"0900552630",2014,"Total",27821,42
"0900553470",2014,"Total",1486,198
"0900554030",2014,"Total",3262,16
"0900560750",2014,"Total",12085,20
"0900565930",2014,"Total",2273,166
"0900566420",2014,"Total",3708,28
"0900567960",2014,"Total",2746,29
"0900575730",2014,"Total",7793,22
"0900576570",2014,"Total",35774,56
"0900579510",2014,"Total",1390,92
"0900579720",2014,"Total",3529,23
"0900580490",2014,"Total",22286,33
"0900586440",2014,"Total",11089,45
"0900587910",2014,"Total",9851,18
"0900700000",2014,"Total",0,12
"0900714300",2014,"Total",4223,23
"0900715350",2014,"Total",13188,44
"0900718080",2014,"Total",14077,54
"0900719130",2014,"Total",4611,38
"0900720810",2014,"Total",7371,17
"0900722280",2014,"Total",9142,20
"0900722490",2014,"Total",12936,24
"0900726270",2014,"Total",6643,33
"0900735230",2014,"Total",8356,17
"0900740710",2014,"Total",6516,42
"0900747080",2014,"Total",4426,21
"0900747360",2014,"Total",47424,58
"0900757320",2014,"Total",10222,46
"0900761800",2014,"Total",9483,28
"0900781680",2014,"Total",6916,21
"0900900000",2014,"Total",0,12
"0900901220",2014,"Total",19128,31
"0900903250",2014,"Total",6065,26
"0900904580",2014,"Total",5546,24
"0900907310",2014,"Total",28066,31
"0900914160",2014,"Total",29272,31
"0900919550",2014,"Total",12837,23
"0900922910",2014,"Total",29139,35
"0900934950",2014,"Total",22405,25
"0900935650",2014,"Total",61605,66
"0900944560",2014,"Total",18284,21
"0900946520",2014,"Total",60616,33
"0900946940",2014,"Total",7575,26
"0900947535",2014,"Total",53039,33
"0900949950",2014,"Total",31790,26
"0900952070",2014,"Total",130553,48
"0900953890",2014,"Total",14387,41
"0900954870",2014,"Total",23997,29
"0900957600",2014,"Total",13947,33
"0900958300",2014,"Total",12831,26
"0900962290",2014,"Total",9615,21
"0900967610",2014,"Total",16551,28
"0900969640",2014,"Total",19876,35
"0900978740",2014,"Total",45154,33
"0900980070",2014,"Total",109887,44
"0900982870",2014,"Total",55290,76
"0900987560",2014,"Total",16724,29
"0900987700",2014,"Total",8969,23
"0901100000",2014,"Total",0,12
"0901106820",2014,"Total",2631,19
"0901115910",2014,"Total",16143,24
"0901123400",2014,"Total",19118,32
"0901129910",2014,"Total",1993,98
"0901133900",2014,"Total",11952,25
"0901134250",2014,"Total",40136,43
"0901142390",2014,"Total",7314,16
"0901142600",2014,"Total",15090,55
"0901143230",2014,"Total",4340,19
"0901144210",2014,"Total",2367,98
"0901148900",2014,"Total",19649,31
"0901152350",2014,"Total",27536,41
"0901155500",2014,"Total",5293,19
"0901156270",2014,"Total",40378,79
"0901157040",2014,"Total",7587,22
"0901162150",2014,"Total",4735,27
"0901166210",2014,"Total",4176,22
"0901171670",2014,"Total",2993,31
"0901173770",2014,"Total",18539,28
"0901178600",2014,"Total",2602,16
"0901180280",2014,"Total",19499,33
"0901301080",2014,"Total",3181,151
"0901306260",2014,"Total",4963,20
"0901316400",2014,"Total",5472,18
"0901317800",2014,"Total",12434,31
"0901325360",2014,"Total",15725,30
"0901337910",2014,"Total",9627,19
"0901344910",2014,"Total",26328,27
"0901369220",2014,"Total",11431,42
"0901372090",2014,"Total",12013,62
"0901376290",2014,"Total",14971,26
"0901377830",2014,"Total",950,155
"0901378250",2014,"Total",29162,24
"0901385950",2014,"Total",5994,21
"0901501430",2014,"Total",4297,23
"0901509190",2014,"Total",8240,18
"0901512130",2014,"Total",5110,15
"0901513810",2014,"Total",2256,162
"0901521860",2014,"Total",1726,108
"0901536000",2014,"Total",1912,111
"0901540500",2014,"Total",17281,41
"0901559980",2014,"Total",15270,20
"0901561030",2014,"Total",4216,17
"0901562710",2014,"Total",9515,30
"0901567400",2014,"Total",1709,110
"0901573420",2014,"Total",3809,20
"0901575870",2014,"Total",9390,21
"0901586790",2014,"Total",25271,24
"0901588190",2014,"Total",7916,19
"09",2015,"Total",3593222,0
"0900104720",2015,"Total",19240,60
"0900108070",2015,"Total",147340,80
"0900108980",2015,"Total",16904,27
"0900118500",2015,"Total",83476,57
"0900118850",2015,"Total",21392,24
"0900123890",2015,"Total",7619,29
"0900126620",2015,"Total",61016,81
"0900133620",2015,"Total",62434,57
"0900148620",2015,"Total",19807,28
"0900150580",2015,"Total",20219,34
"0900150860",2015,"Total",14117,24
"0900152980",2015,"Total",28012,55
"0900156060",2015,"Total",87701,41
"0900163480",2015,"Total",9299,24
"0900163970",2015,"Total",25137,54
"0900168170",2015,"Total",40783,26
"0900168310",2015,"Total",3649,36
"0900173070",2015,"Total",126592,51
"0900174190",2015,"Total",52316,32
"0900177200",2015,"Total",36571,26
"0900183430",2015,"Total",10373,35
"0900183500",2015,"Total",27343,23
"0900186370",2015,"Total",18643,27
"0900302060",2015,"Total",18335,37
"0900304300",2015,"Total",20486,34
"0900305910",2015,"Total",20679,33
"0900308490",2015,"Total",60554,57
"0900310100",2015,"Total",9499,19
"0900312270",2015,"Total",10336,22
"0900322070",2015,"Total",5123,133
"0900322630",2015,"Total",51137,61
"0900324800",2015,"Total",11387,28
"0900325990",2015,"Total",44587,41
"0900327600",2015,"Total",25563,27
"0900331240",2015,"Total",34685,36
"0900332640",2015,"Total",11310,21
"0900337070",2015,"Total",124795,99
"0900337140",2015,"Total",2196,129
"0900344700",2015,"Total",58187,45
"0900345820",2015,"Total",6439,21
"0900350440",2015,"Total",72988,39
"0900352140",2015,"Total",30638,43
"0900360120",2015,"Total",17791,33
"0900365370",2015,"Total",19839,59
"0900368940",2015,"Total",23844,35
"0900370550",2015,"Total",43625,40
"0900371390",2015,"Total",25806,32
"0900374540",2015,"Total",15657,28
"0900382590",2015,"Total",63288,33
"0900384900",2015,"Total",26510,31
"0900387000",2015,"Total",29095,31
"0900387070",2015,"Total",12564,39
"0900502760",2015,"Total",3731,19
"0900504930",2015,"Total",3523,19
"0900508210",2015,"Total",1679,104
"0900510940",2015,"Total",1149,139
"0900516050",2015,"Total",1633,155
"0900517240",2015,"Total",1362,125
"0900532290",2015,"Total",2943,33
"0900537280",2015,"Total",5571,21
"0900540290",2015,"Total",2917,22
"0900543370",2015,"Total",8306,35
"0900549460",2015,"Total",2314,170
"0900551350",2015,"Total",6853,27
"0900552630",2015,"Total",27670,30
"0900553470",2015,"Total",1550,165
"0900554030",2015,"Total",3239,16
"0900560750",2015,"Total",12004,20
"0900565930",2015,"Total",2271,190
"0900566420",2015,"Total",3685,21
"0900567960",2015,"Total",2736,16
"0900575730",2015,"Total",7736,19
"0900576570",2015,"Total",35493,60
"0900579510",2015,"Total",1464,107
"0900579720",2015,"Total",3517,21
"0900580490",2015,"Total",22161,37
"0900586440",2015,"Total",11006,38
"0900587910",2015,"Total",9791,32
"0900700000",2015,"Total",0,12
"0900714300",2015,"Total",4263,20
"0900715350",2015,"Total",13167,42
"0900718080",2015,"Total",14086,25
"0900719130",2015,"Total",4571,19
"0900720810",2015,"Total",7349,24
"0900722280",2015,"Total",9139,20
"0900722490",2015,"Total",12915,23
"0900726270",2015,"Total",6634,21
"0900735230",2015,"Total",8338,23
"0900740710",2015,"Total",6490,20
"0900747080",2015,"Total",4427,33
"0900747360",2015,"Total",47218,35
"0900757320",2015,"Total",10213,21
"0900761800",2015,"Total",9447,28
"0900781680",2015,"Total",6908,21
"0900900000",2015,"Total",0,12
"0900901220",2015,"Total",19035,46
"0900903250",2015,"Total",6069,28
"0900904580",2015,"Total",5533,32
"0900907310",2015,"Total",28074,40
"0900914160",2015,"Total",29254,37
"0900919550",2015,"Total",12796,25
"0900922910",2015,"Total",29104,76
"0900934950",2015,"Total",22392,25
"0900935650",2015,"Total",61523,41
"0900944560",2015,"Total",18259,40
"0900946520",2015,"Total",60439,42
"0900946940",2015,"Total",7597,32
"0900947535",2015,"Total",53206,42
"0900949950",2015,"Total",31722,28
"0900952070",2015,"Total",130612,50
"0900953890",2015,"Total",14354,37
"0900954870",2015,"Total",23937,24
"0900957600",2015,"Total",13946,29
"0900958300",2015,"Total",12874,42
"0900962290",2015,"Total",9678,34
"0900967610",2015,"Total",16545,27
"0900969640",2015,"Total",19790,30
"0900978740",2015,"Total",45089,34
"0900980070",2015,"Total",109551,44
"0900982870",2015,"Total",55189,43
"0900987560",2015,"Total",16717,23
"0900987700",2015,"Total",8939,23
"0901100000",2015,"Total",0,12
"0901106820",2015,"Total",2620,25
"0901115910",2015,"Total",16142,25
"0901123400",2015,"Total",18876,45
"0901129910",2015,"Total",1931,100
"0901133900",2015,"Total",11922,19
"0901134250",2015,"Total",39986,43
"0901142390",2015,"Total",7295,20
"0901142600",2015,"Total",15057,32
"0901143230",2015,"Total",4330,24
"0901144210",2015,"Total",2454,108
"0901148900",2015,"Total",19635,28
"0901152350",2015,"Total",27423,33
"0901155500",2015,"Total",5276,23
"0901156270",2015,"Total",40254,34
"0901157040",2015,"Total",7565,21
"0901162150",2015,"Total",4729,27
"0901166210",2015,"Total",4193,36
"0901171670",2015,"Total",2977,18
"0901173770",2015,"Total",18492,29
"0901178600",2015,"Total",2601,28
"0901180280",2015,"Total",19427,34
"0901301080",2015,"Total",3217,165
"0901306260",2015,"Total",4959,21
"0901316400",2015,"Total",5460,17
"0901317800",2015,"Total",12450,30
"0901325360",2015,"Total",15791,20
"0901337910",2015,"Total",9611,27
"0901344910",2015,"Total",26158,23
"0901369220",2015,"Total",11437,33
"0901372090",2015,"Total",11942,28
"0901376290",2015,"Total",14935,21
"0901377830",2015,"Total",913,163
"0901378250",2015,"Total",29114,33
"0901385950",2015,"Total",5961,22
"0901501430",2015,"Total",4281,20
"0901509190",2015,"Total",8255,20
"0901512130",2015,"Total",5097,25
"0901513810",2015,"Total",2264,173
"0901521860",2015,"Total",1765,110
"0901536000",2015,"Total",1850,118
"0901540500",2015,"Total",17250,42
"0901559980",2015,"Total",15207,24
"0901561030",2015,"Total",4202,26
"0901562710",2015,"Total",9468,27
"0901567400",2015,"Total",1692,137
"0901573420",2015,"Total",3794,20
"0901575870",2015,"Total",9357,22
"0901586790",2015,"Total",25104,62
"0901588190",2015,"Total",7884,29
"09",2016,"Total",3588570,0
"0900104720",2016,"Total",19369,31
"0900108070",2016,"Total",147022,78
"0900108980",2016,"Total",16970,25
"0900118500",2016,"Total",83890,54
"0900118850",2016,"Total",21519,28
"0900123890",2016,"Total",7591,37
"0900126620",2016,"Total",61114,35
"0900133620",2016,"Total",62418,41
"0900148620",2016,"Total",19784,33
"0900150580",2016,"Total",20248,32
"0900150860",2016,"Total",14075,42
"0900152980",2016,"Total",27990,26
"0900156060",2016,"Total",87930,46
"0900163480",2016,"Total",9276,20
"0900163970",2016,"Total",25125,34
"0900168170",2016,"Total",40979,33
"0900168310",2016,"Total",3657,17
"0900173070",2016,"Total",127410,58
"0900174190",2016,"Total",52300,40
"0900177200",2016,"Total",36477,45
"0900183430",2016,"Total",10347,19
"0900183500",2016,"Total",27511,25
"0900186370",2016,"Total",18616,41
"0900302060",2016,"Total",18352,37
"0900304300",2016,"Total",20529,29
"0900305910",2016,"Total",20687,36
"0900308490",2016,"Total",60437,36
"0900310100",2016,"Total",9540,22
"0900312270",2016,"Total",10319,38
"0900322070",2016,"Total",5236,120
"0900322630",2016,"Total",50834,42
"0900324800",2016,"Total",11393,23
"0900325990",2016,"Total",44515,36
"0900327600",2016,"Total",25569,25
"0900331240",2016,"Total",34677,29
"0900332640",2016,"Total",11292,21
"0900337070",2016,"Total",124320,49
"0900337140",2016,"Total",2087,117
"0900344700",2016,"Total",58073,32
"0900345820",2016,"Total",6426,18
"0900350440",2016,"Total",72876,40
"0900352140",2016,"Total",30590,33
"0900360120",2016,"Total",17772,25
"0900365370",2016,"Total",19920,37
"0900368940",2016,"Total",24015,37
"0900370550",2016,"Total",43675,29
"0900371390",2016,"Total",25793,43
"0900374540",2016,"Total",15618,23
"0900382590",2016,"Total",63187,35
"0900384900",2016,"Total",26396,29
"0900387000",2016,"Total",29034,35
"0900387070",2016,"Total",12537,32
"0900502760",2016,"Total",3710,17
"0900504930",2016,"Total",3492,27
"0900508210",2016,"Total",1668,114
"0900510940",2016,"Total",1181,125
"0900516050",2016,"Total",1585,153
"0900517240",2016,"Total",1336,105
"0900532290",2016,"Total",2919,19
"0900537280",2016,"Total",5541,24
"0900540290",2016,"Total",2881,27
"0900543370",2016,"Total",8277,29
"0900549460",2016,"Total",2353,153
"0900551350",2016,"Total",6824,21
"0900552630",2016,"Total",27501,31
"0900553470",2016,"Total",1447,138
"0900554030",2016,"Total",3230,26
"0900560750",2016,"Total",11926,20
"0900565930",2016,"Total",2260,187
"0900566420",2016,"Total",3669,23
"0900567960",2016,"Total",2726,18
"0900575730",2016,"Total",7699,33
"0900576570",2016,"Total",35227,32
"0900579510",2016,"Total",1495,132
"0900579720",2016,"Total",3497,21
"0900580490",2016,"Total",22048,38
"0900586440",2016,"Total",10926,24
"0900587910",2016,"Total",9723,20
"0900700000",2016,"Total",0,12
"0900714300",2016,"Total",4290,31
"0900715350",2016,"Total",13072,58
"0900718080",2016,"Total",14049,28
"0900719130",2016,"Total",4552,40
"0900720810",2016,"Total",7322,18
"0900722280",2016,"Total",9098,19
"0900722490",2016,"Total",12878,28
"0900726270",2016,"Total",6594,24
"0900735230",2016,"Total",8303,34
"0900740710",2016,"Total",6464,17
"0900747080",2016,"Total",4403,18
"0900747360",2016,"Total",46933,50
"0900757320",2016,"Total",10174,18
"0900761800",2016,"Total",9404,39
"0900781680",2016,"Total",6902,22
"0900900000",2016,"Total",0,12
"0900901220",2016,"Total",18950,30
"0900903250",2016,"Total",6075,20
"0900904580",2016,"Total",5521,24
"0900907310",2016,"Total",28084,28
"0900914160",2016,"Total",29254,40
"0900919550",2016,"Total",12755,25
"0900922910",2016,"Total",29015,24
"0900934950",2016,"Total",22382,31
"0900935650",2016,"Total",61476,31
"0900944560",2016,"Total",18247,21
"0900946520",2016,"Total",60203,38
"0900946940",2016,"Total",7606,22
"0900947535",2016,"Total",53430,46
"0900949950",2016,"Total",31625,45
"0900952070",2016,"Total",130405,60
"0900953890",2016,"Total",14310,23
"0900954870",2016,"Total",23888,59
"0900957600",2016,"Total",13941,24
"0900958300",2016,"Total",12916,36
"0900962290",2016,"Total",9720,36
"0900967610",2016,"Total",16540,26
"0900969640",2016,"Total",19727,27
"0900978740",2016,"Total",44989,44
"0900980070",2016,"Total",109211,55
"0900982870",2016,"Total",54972,42
"0900987560",2016,"Total",16707,26
"0900987700",2016,"Total",8925,33
"0901100000",2016,"Total",0,12
"0901106820",2016,"Total",2607,19
"0901115910",2016,"Total",16112,19
"0901123400",2016,"Total",18929,32
"0901129910",2016,"Total",1965,88
"0901133900",2016,"Total",11848,25
"0901134250",2016,"Total",39763,34
"0901142390",2016,"Total",7259,20
"0901142600",2016,"Total",15008,25
"0901143230",2016,"Total",4323,28
"0901144210",2016,"Total",2392,84
"0901148900",2016,"Total",19505,36
"0901152350",2016,"Total",27218,67
"0901155500",2016,"Total",5276,35
"0901156270",2016,"Total",40057,34
"0901157040",2016,"Total",7539,27
"0901162150",2016,"Total",4716,19
"0901166210",2016,"Total",4169,23
"0901171670",2016,"Total",2952,27
"0901173770",2016,"Total",18477,29
"0901178600",2016,"Total",2586,17
"0901180280",2016,"Total",19332,55
"0901301080",2016,"Total",3211,148
"0901306260",2016,"Total",4950,25
"0901316400",2016,"Total",5456,18
"0901317800",2016,"Total",12446,23
"0901325360",2016,"Total",15880,34
"0901337910",2016,"Total",9580,20
"0901344910",2016,"Total",26009,25
"0901369220",2016,"Total",11368,39
"0901372090",2016,"Total",11906,54
"0901376290",2016,"Total",14904,23
"0901377830",2016,"Total",912,148
"0901378250",2016,"Total",29140,40
"0901385950",2016,"Total",5927,45
"0901501430",2016,"Total",4270,25
"0901509190",2016,"Total",8258,27
"0901512130",2016,"Total",5078,39
"0901513810",2016,"Total",2370,145
"0901521860",2016,"Total",1734,105
"0901536000",2016,"Total",1774,107
"0901540500",2016,"Total",17189,29
"0901559980",2016,"Total",15174,22
"0901561030",2016,"Total",4182,21
"0901562710",2016,"Total",9419,23
"0901567400",2016,"Total",1684,128
"0901573420",2016,"Total",3761,20
"0901575870",2016,"Total",9327,18
"0901586790",2016,"Total",24998,29
"0901588190",2016,"Total",7860,32
